"","Cluster","expr","CellType","Condition","Status","Species","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1642","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0051310","metaphase plate congression","15/518","65/18723",2.02322982484896e-10,2.65675366375479e-08,2.24884657176468e-08,"CCNB1/CDCA8/CENPC/CENPE/CENPF/EML4/FAM83D/INCENP/KIF22/KIF2C/KIFC1/NDC80/NUF2/NUMA1/SPAG5",15
"1643","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0034508","centromere complex assembly","11/518","30/18723",2.22061832406201e-10,2.82758733263896e-08,2.39345113780081e-08,"CENPA/CENPC/CENPE/CENPF/CENPH/CENPK/CENPN/CENPW/DLGAP5/HJURP/NASP",11
"1644","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0051306","mitotic sister chromatid separation","15/518","67/18723",3.20614083949932e-10,3.96241288458122e-08,3.35404021568675e-08,"BUB1/BUB1B/BUB3/CCNB1/CENPE/CENPF/DLGAP5/GEN1/MAD2L1/NDC80/PLK1/PTTG1/RAD21/TACC3/UBE2C",15
"1645","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0051382","kinetochore assembly","9/518","18/18723",3.4522394665159e-10,4.14466006808566e-08,3.50830591198714e-08,"CENPA/CENPC/CENPE/CENPF/CENPH/CENPK/CENPN/CENPW/DLGAP5",9
"1646","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0022618","ribonucleoprotein complex assembly","26/518","220/18723",4.85270891362063e-10,5.60247238125339e-08,4.74229168472537e-08,"DICER1/EIF3D/EIF3K/EIF4H/NLE1/RPL10/RPL11/RPL23A/RPL24/RPL3/RPL38/RPL5/RPL6/RPLP0/RPS14/RPS15/RPS19/RPS27/RPS28/RPS5/RPSA/SF3A1/SNRPD1/SNRPD2/SNRPF/SNU13",26
"1647","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0051303","establishment of chromosome localization","16/518","80/18723",4.93316225860008e-10,5.60247238125339e-08,4.74229168472537e-08,"CCNB1/CDCA8/CENPC/CENPE/CENPF/DLGAP5/EML4/FAM83D/INCENP/KIF22/KIF2C/KIFC1/NDC80/NUF2/NUMA1/SPAG5",16
"1648","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0045787","positive regulation of cell cycle","31/518","313/18723",8.96614810424997e-10,9.91467219317325e-08,8.3924139734794e-08,"AURKA/CCN2/CCNB1/CDC25B/CDK1/CKS1B/CKS2/DBF4/DLGAP5/ECT2/EIF4E/FAM83D/GEN1/GPSM2/HES1/KIF20B/KIF23/MAD2L1/NDC80/NUMA1/NUPR1/NUSAP1/RACGAP1/RAD21/RCC2/RPS15A/SFPQ/SPAG5/TGFB2/TMOD3/UBE2C",31
"1649","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0071826","ribonucleoprotein complex subunit organization","26/518","227/18723",9.61498024570393e-10,1.03595248698584e-07,8.76896578953673e-08,"DICER1/EIF3D/EIF3K/EIF4H/NLE1/RPL10/RPL11/RPL23A/RPL24/RPL3/RPL38/RPL5/RPL6/RPLP0/RPS14/RPS15/RPS19/RPS27/RPS28/RPS5/RPSA/SF3A1/SNRPD1/SNRPD2/SNRPF/SNU13",26
"1650","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0051304","chromosome separation","17/518","96/18723",1.03995268503563e-09,1.09247029562993e-07,9.24736874404055e-08,"BUB1/BUB1B/BUB3/CCNB1/CENPE/CENPF/DLGAP5/GEN1/MAD2L1/NDC80/NUMA1/PLK1/PTTG1/RAD21/TACC3/TOP2A/UBE2C",17
"1651","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","14/518","62/18723",1.11209750623788e-09,1.13976432224672e-07,9.64769569596353e-08,"BUB1/BUB1B/BUB3/CCNB1/CENPE/CENPF/DLGAP5/GEN1/MAD2L1/NDC80/PLK1/RAD21/TACC3/UBE2C",14
"1652","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0007088","regulation of mitotic nuclear division","18/518","110/18723",1.27419976252431e-09,1.27480652431598e-07,1.07907794425304e-07,"AURKA/BUB1/BUB1B/BUB3/CAV2/CCNB1/CDCA2/CENPF/DLGAP5/GEN1/KIF20B/MAD2L1/MKI67/NDC80/NEK2/NUSAP1/PLK1/RAD21",18
"1653","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0000027","ribosomal large subunit assembly","10/518","27/18723",1.33209208964108e-09,1.30173278155158e-07,1.1018700540752e-07,"NLE1/RPL10/RPL11/RPL23A/RPL24/RPL3/RPL38/RPL5/RPL6/RPLP0",10
"1654","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0044784","metaphase/anaphase transition of cell cycle","14/518","65/18723",2.16164945024872e-09,2.06437522498753e-07,1.74741949578718e-07,"BUB1/BUB1B/BUB3/CCNB1/CENPE/CENPF/DLGAP5/GEN1/MAD2L1/NDC80/PLK1/RAD21/TACC3/UBE2C",14
"1655","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0033047","regulation of mitotic sister chromatid segregation","12/518","46/18723",2.92887742809057e-09,2.73492065618591e-07,2.31501212386387e-07,"BUB1/BUB1B/BUB3/CCNB1/CENPF/GEN1/MAD2L1/NDC80/NUMA1/PLK1/PTTG1/RAD21",12
"1656","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0030071","regulation of mitotic metaphase/anaphase transition","13/518","60/18723",7.54193892352365e-09,6.88939725144486e-07,5.83162737358957e-07,"BUB1/BUB1B/BUB3/CCNB1/CENPE/CENPF/DLGAP5/GEN1/MAD2L1/NDC80/PLK1/RAD21/UBE2C",13
"1657","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:1904667","negative regulation of ubiquitin protein ligase activity","7/518","12/18723",8.37032364103134e-09,7.48342551906674e-07,6.33445097044678e-07,"MAD2L1/RPL11/RPL37/RPL5/RPS15/RPS20/RPS7",7
"1658","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0051783","regulation of nuclear division","19/518","139/18723",9.82474433547819e-09,8.60074493701653e-07,7.28022173455719e-07,"AURKA/BUB1/BUB1B/BUB3/CAV2/CCNB1/CDC20/CDCA2/CENPF/DLGAP5/GEN1/KIF20B/MAD2L1/MKI67/NDC80/NEK2/NUSAP1/PLK1/RAD21",19
"1659","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:1903046","meiotic cell cycle process","23/518","202/18723",1.00783210257514e-08,8.64267447963414e-07,7.31571358668398e-07,"ASPM/AURKA/BUB1/BUB1B/CCNB2/CDC20/CDC25B/CENPC/CKS2/FANCD2/INCENP/MYH9/NCAPD3/NUF2/PLK1/PTTG1/RAD21/SGO1/SGO2/SMC2/SMC4/TOP2A/TUBG1",23
"1660","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0033044","regulation of chromosome organization","22/518","187/18723",1.15534612708056e-08,9.709528851985e-07,8.21876750190569e-07,"BUB1/BUB1B/BUB3/CCNB1/CENPE/CENPF/DLGAP5/DNMT1/GEN1/HNRNPA1/MAD2L1/MYC/NDC80/NEK2/NUMA1/PLK1/PTTG1/RAD21/SFPQ/TACC3/TOP2A/UBE2C",22
"1661","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0051656","establishment of organelle localization","33/518","390/18723",1.35938275459516e-08,1.12002477153115e-06,9.4806074876719e-07,"CCNB1/CDCA8/CDH3/CENPA/CENPC/CENPE/CENPF/CFL1/DLGAP5/EML4/FAM83D/GPSM2/HIF1A/INCENP/KIF1C/KIF22/KIF2C/KIFC1/MAD2L1/MYH9/NDC80/NUF2/NUMA1/NUSAP1/PLK1/RAN/RPS15/SAPCD2/SPAG5/SUN2/SYNE2/TMED9/YWHAZ",33
"1662","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","13/518","63/18723",1.41649918765329e-08,1.14464030509983e-06,9.68896913983897e-07,"BUB1/BUB1B/BUB3/CCNB1/CENPE/CENPF/DLGAP5/GEN1/MAD2L1/NDC80/PLK1/RAD21/UBE2C",13
"1663","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0033046","negative regulation of sister chromatid segregation","11/518","43/18723",1.68802700703039e-08,1.28965263337121e-06,1.09164464244128e-06,"BUB1/BUB1B/BUB3/CCNB1/CENPF/GEN1/MAD2L1/NDC80/PLK1/PTTG1/RAD21",11
"1664","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0033048","negative regulation of mitotic sister chromatid segregation","11/518","43/18723",1.68802700703039e-08,1.28965263337121e-06,1.09164464244128e-06,"BUB1/BUB1B/BUB3/CCNB1/CENPF/GEN1/MAD2L1/NDC80/PLK1/PTTG1/RAD21",11
"1665","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:2000816","negative regulation of mitotic sister chromatid separation","11/518","43/18723",1.68802700703039e-08,1.28965263337121e-06,1.09164464244128e-06,"BUB1/BUB1B/BUB3/CCNB1/CENPF/GEN1/MAD2L1/NDC80/PLK1/PTTG1/RAD21",11
"1666","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0000028","ribosomal small subunit assembly","8/518","19/18723",1.8798677760791e-08,1.41057221340792e-06,1.19399872469385e-06,"RPL38/RPS14/RPS15/RPS19/RPS27/RPS28/RPS5/RPSA",8
"1667","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0090307","mitotic spindle assembly","13/518","65/18723",2.11248854647566e-08,1.55731173198083e-06,1.31820845771768e-06,"CDC20/KIF11/KIF15/KIF23/KIF4A/KIFC1/NEK2/PLK1/PRC1/RACGAP1/SMC1A/SMC3/TPX2",13
"1668","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0051985","negative regulation of chromosome segregation","11/518","45/18723",2.83338962189667e-08,2.01794969342539e-06,1.7081219504708e-06,"BUB1/BUB1B/BUB3/CCNB1/CENPF/GEN1/MAD2L1/NDC80/PLK1/PTTG1/RAD21",11
"1669","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:1905819","negative regulation of chromosome separation","11/518","45/18723",2.83338962189667e-08,2.01794969342539e-06,1.7081219504708e-06,"BUB1/BUB1B/BUB3/CCNB1/CENPF/GEN1/MAD2L1/NDC80/PLK1/PTTG1/RAD21",11
"1670","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0051653","spindle localization","12/518","56/18723",3.2678477850337e-08,2.2885827321186e-06,1.93720309923314e-06,"ASPM/CENPA/CFL1/GPSM2/MAD2L1/MYH9/NDC80/NUMA1/NUSAP1/PLK1/SAPCD2/SPAG5",12
"1671","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0090068","positive regulation of cell cycle process","24/518","236/18723",4.40525593074622e-08,3.03457138049108e-06,2.56865570146531e-06,"AURKA/CCN2/CCNB1/CDC25B/CDK1/DBF4/DLGAP5/ECT2/FAM83D/GEN1/GPSM2/KIF20B/KIF23/MAD2L1/NDC80/NUMA1/NUSAP1/RACGAP1/RAD21/RCC2/SFPQ/SPAG5/TMOD3/UBE2C",24
"1672","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0030261","chromosome condensation","11/518","48/18723",5.85093650429994e-08,3.96542503081747e-06,3.35658988930891e-06,"BANF1/CCNB1/CDK1/INCENP/NCAPD3/NCAPG/NUSAP1/PLK1/SMC2/SMC4/TOP2A",11
"1673","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0000281","mitotic cytokinesis","13/518","71/18723",6.42402950164836e-08,4.28472570887721e-06,3.62686644712946e-06,"ANLN/CENPA/CKAP2/ECT2/INCENP/KIF20A/KIF20B/KIF23/KIF4A/NUSAP1/PLK1/RACGAP1/STMN1",13
"1674","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:1901990","regulation of mitotic cell cycle phase transition","27/518","299/18723",7.71011040067751e-08,5.06216935994483e-06,4.28494457958706e-06,"ANLN/AURKA/BUB1/BUB1B/BUB3/CCNB1/CDC25B/CDK1/CENPE/CENPF/DLGAP5/FOXN3/GEN1/GTSE1/MAD2L1/NDC80/PLK1/PSME1/RAD21/RCC2/RNASEH2B/RPL26/SOX4/TMOD3/TOPBP1/UBE2C/WEE1",27
"1675","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","10/518","40/18723",9.68469617642289e-08,6.26078358974292e-06,5.29952848261262e-06,"BUB1/BUB1B/BUB3/CCNB1/CENPF/GEN1/MAD2L1/NDC80/PLK1/RAD21",10
"1676","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0007062","sister chromatid cohesion","12/518","62/18723",1.08717400906451e-07,6.92167452437738e-06,5.85894892604303e-06,"BUB1/BUB1B/CDC20/KIF22/NAA50/PLK1/RAD21/SFPQ/SGO1/SGO2/SMC1A/SMC3",12
"1677","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0051293","establishment of spindle localization","11/518","51/18723",1.14409780526127e-07,7.17537160851917e-06,6.07369439745141e-06,"CENPA/CFL1/GPSM2/MAD2L1/MYH9/NDC80/NUMA1/NUSAP1/PLK1/SAPCD2/SPAG5",11
"1678","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","10/518","42/18723",1.5996293257223e-07,9.88476827453691e-06,8.36710138020998e-06,"BUB1/BUB1B/BUB3/CCNB1/CENPF/GEN1/MAD2L1/NDC80/PLK1/RAD21",10
"1679","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0045930","negative regulation of mitotic cell cycle","23/518","235/18723",1.69475269625523e-07,1.03207983038616e-05,8.7361851420998e-06,"BTG1/BTG2/BUB1/BUB1B/BUB3/CCNB1/CDK1/CENPF/FANCD2/FOXN3/GEN1/GTSE1/HECA/MAD2L1/NDC80/NLE1/PLK1/RAD21/RPL26/SMAD3/SOX4/TOPBP1/WEE1",23
"1680","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0051438","regulation of ubiquitin-protein transferase activity","11/518","53/18723",1.74177056710608e-07,1.04555998899711e-05,8.85028984398715e-06,"CDC20/MAD2L1/PLK1/RPL11/RPL37/RPL5/RPS15/RPS20/RPS7/UBE2C/UBE2S",11
"1681","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0140013","meiotic nuclear division","20/518","185/18723",2.1819549781391e-07,1.29134856593528e-05,1.09308018845545e-05,"ASPM/AURKA/BUB1/BUB1B/CCNB2/CDC20/CDC25B/CENPC/CKS2/FANCD2/INCENP/NUF2/PLK1/PTTG1/RAD21/SGO1/SGO2/SMC2/SMC4/TOP2A",20
"1682","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0045786","negative regulation of cell cycle","30/518","385/18723",3.76166237201909e-07,2.19534795655892e-05,1.858283209803e-05,"BTG1/BTG2/BUB1/BUB1B/BUB3/CCNB1/CCNF/CDK1/CENPF/FANCD2/FOXN3/GEN1/GTSE1/HECA/MAD2L1/NDC80/NEK2/NLE1/NR4A1/NUPR1/PLK1/PTGS2/PTTG1/RAD21/RNASEH2B/RPL26/SMAD3/SOX4/TOPBP1/WEE1",30
"1683","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0051444","negative regulation of ubiquitin-protein transferase activity","7/518","19/18723",4.49823876849441e-07,2.58926017879637e-05,2.19171576045315e-05,"MAD2L1/RPL11/RPL37/RPL5/RPS15/RPS20/RPS7",7
"1684","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:1901987","regulation of cell cycle phase transition","30/518","390/18723",4.94633641846772e-07,2.80871697708126e-05,2.3774780594598e-05,"ANLN/AURKA/BUB1/BUB1B/BUB3/CCNB1/CDC25B/CDK1/CENPE/CENPF/DBF4/DLGAP5/FAM83D/FANCD2/FOXN3/GEN1/GTSE1/MAD2L1/NDC80/PLK1/PSME1/RAD21/RCC2/RNASEH2B/RPL26/SOX4/TMOD3/TOPBP1/UBE2C/WEE1",30
"1685","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0007093","mitotic cell cycle checkpoint signaling","16/518","129/18723",5.59996225506705e-07,3.13747218610557e-05,2.65575753822759e-05,"BUB1/BUB1B/BUB3/CCNB1/CDK1/CENPF/FANCD2/FOXN3/GEN1/GTSE1/MAD2L1/NDC80/PLK1/RPL26/SOX4/TOPBP1",16
"1686","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0045839","negative regulation of mitotic nuclear division","10/518","48/18723",6.12613822634293e-07,3.38710958251224e-05,2.86706662975246e-05,"BUB1/BUB1B/BUB3/CCNB1/CENPF/GEN1/MAD2L1/NDC80/PLK1/RAD21",10
"1687","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","6/518","13/18723",6.33784081029847e-07,3.45865027076288e-05,2.9276232533149e-05,"CCNB1/ECT2/NEK2/RACGAP1/RCC2/SPAG5",6
"1688","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0034470","ncRNA processing","30/518","395/18723",6.46954886923925e-07,3.4852620959671e-05,2.95014920771382e-05,"DDX54/DICER1/EIF4A3/NSA2/PA2G4/RPL10A/RPL11/RPL14/RPL26/RPL35/RPL35A/RPL5/RPL7/RPL7A/RPS14/RPS15/RPS16/RPS19/RPS21/RPS24/RPS25/RPS27/RPS28/RPS6/RPS7/RPS8/SBDS/SMAD3/SNU13/WDR43",30
"1689","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:2001251","negative regulation of chromosome organization","13/518","86/18723",6.591754052312e-07,3.50614563643228e-05,2.96782637478511e-05,"BUB1/BUB1B/BUB3/CCNB1/CENPF/GEN1/HNRNPA1/MAD2L1/NDC80/PLK1/PTTG1/RAD21/TOP2A",13
"1690","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0019827","stem cell population maintenance","16/518","131/18723",6.91385680306385e-07,3.53411484539677e-05,2.99150130579316e-05,"ASPM/CNOT1/EIF4E/HES1/JAG1/MED21/MYC/SFRP1/SIX2/SMC1A/SMC3/SOX4/TP63/TPT1/WDR43/ZC3H13",16
"1691","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:2001242","regulation of intrinsic apoptotic signaling pathway","18/518","164/18723",7.02749794777203e-07,3.53411484539677e-05,2.99150130579316e-05,"CAV1/GPX1/HIF1A/HSPB1/MIF/NDUFS3/NUPR1/PPIA/PTGS2/RACK1/RPL11/RPL26/RPS3/RPS7/RTKN2/SFPQ/TPT1/YBX3",18
"1692","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0007094","mitotic spindle assembly checkpoint signaling","9/518","38/18723",7.06486546914158e-07,3.53411484539677e-05,2.99150130579316e-05,"BUB1/BUB1B/BUB3/CCNB1/CENPF/GEN1/MAD2L1/NDC80/PLK1",9
"1693","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0071173","spindle assembly checkpoint signaling","9/518","38/18723",7.06486546914158e-07,3.53411484539677e-05,2.99150130579316e-05,"BUB1/BUB1B/BUB3/CCNB1/CENPF/GEN1/MAD2L1/NDC80/PLK1",9
"1694","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0071174","mitotic spindle checkpoint signaling","9/518","38/18723",7.06486546914158e-07,3.53411484539677e-05,2.99150130579316e-05,"BUB1/BUB1B/BUB3/CCNB1/CENPF/GEN1/MAD2L1/NDC80/PLK1",9
"1695","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0007163","establishment or maintenance of cell polarity","21/518","218/18723",7.56766511712329e-07,3.74109750848848e-05,3.16670469730769e-05,"AMOTL1/ARF6/CENPA/ERBIN/GPSM2/HES1/KIF20B/KIF2C/LMNA/MAD2L1/MPP7/MYH9/NDC80/NUMA1/PLK1/RACK1/SAPCD2/SPAG5/WDR1/WEE1/WNT7B",21
"1696","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:2001233","regulation of apoptotic signaling pathway","28/518","356/18723",7.66428572041289e-07,3.7448056508343e-05,3.16984350664322e-05,"BCL10/CAV1/GNAI3/GPX1/HIF1A/HMGB2/HSPB1/LMNA/LTBR/MAZ/MIF/NDUFS3/NLE1/NUPR1/PPIA/PTGS2/RACK1/RPL11/RPL26/RPS3/RPS7/RTKN2/SFPQ/SFRP1/TIMP3/TP63/TPT1/YBX3",28
"1697","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0031577","spindle checkpoint signaling","9/518","39/18723",8.96093411891567e-07,4.32802818019352e-05,3.66352043409753e-05,"BUB1/BUB1B/BUB3/CCNB1/CENPF/GEN1/MAD2L1/NDC80/PLK1",9
"1698","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0007080","mitotic metaphase plate congression","10/518","50/18723",9.15532403548147e-07,4.3716672269424e-05,3.70045932008276e-05,"CCNB1/CDCA8/CENPC/CENPE/EML4/KIF22/KIF2C/KIFC1/NDC80/NUF2",10
"1699","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0098727","maintenance of cell number","16/518","134/18723",9.41057618901395e-07,4.44306080294794e-05,3.76089141841256e-05,"ASPM/CNOT1/EIF4E/HES1/JAG1/MED21/MYC/SFRP1/SIX2/SMC1A/SMC3/SOX4/TP63/TPT1/WDR43/ZC3H13",16
"1700","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:1903320","regulation of protein modification by small protein conjugation or removal","22/518","242/18723",1.10798590016385e-06,5.17306305832056e-05,4.37881211304521e-05,"BCL10/CAV1/CDC20/EGR1/EPAS1/HIF1A/MAD2L1/MYCBP2/PLK1/PPIA/RPL11/RPL37/RPL5/RPS15/RPS20/RPS3/RPS7/SAE1/SOX4/TSPO/UBE2C/UBE2S",22
"1701","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0045132","meiotic chromosome segregation","13/518","93/18723",1.64803353775905e-06,7.60993068754232e-05,6.44153305273316e-05,"BUB1/BUB1B/CENPC/FANCD2/NUF2/PLK1/PTTG1/RAD21/SGO1/SGO2/SMC2/SMC4/TOP2A",13
"1702","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0030010","establishment of cell polarity","16/518","143/18723",2.25170281403361e-06,0.000102844078527926,8.70538193205899e-05,"AMOTL1/ARF6/CENPA/GPSM2/HES1/KIF20B/MAD2L1/MPP7/MYH9/NDC80/NUMA1/PLK1/RACK1/SAPCD2/SPAG5/WEE1",16
"1703","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0051784","negative regulation of nuclear division","10/518","56/18723",2.73483528050605e-06,0.000123567503749316,0.000104595454587775,"BUB1/BUB1B/BUB3/CCNB1/CENPF/GEN1/MAD2L1/NDC80/PLK1/RAD21",10
"1704","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0031397","negative regulation of protein ubiquitination","12/518","83/18723",2.87765622351674e-06,0.000128637355864014,0.000108886902343372,"CAV1/MAD2L1/PPIA/RPL11/RPL37/RPL5/RPS15/RPS20/RPS3/RPS7/SOX4/TSPO",12
"1705","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0071459","protein localization to chromosome, centromeric region","7/518","25/18723",3.71457116440984e-06,0.000164301347714212,0.000139075190742835,"BUB1B/BUB3/CDK1/CENPA/KNL1/NDC80/RCC2",7
"1706","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0061640","cytoskeleton-dependent cytokinesis","13/518","100/18723",3.78549440106373e-06,0.000165694244513227,0.000140254227863973,"ANLN/CENPA/CKAP2/ECT2/INCENP/KIF20A/KIF20B/KIF23/KIF4A/NUSAP1/PLK1/RACGAP1/STMN1",13
"1707","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0040001","establishment of mitotic spindle localization","8/518","35/18723",3.96209142956833e-06,0.000171636166876764,0.000145283851768979,"CENPA/GPSM2/MAD2L1/NDC80/NUMA1/NUSAP1/PLK1/SAPCD2",8
"1708","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0007076","mitotic chromosome condensation","6/518","17/18723",4.15864329655693e-06,0.000178312440123798,0.000150935077326164,"NCAPD3/NCAPG/NUSAP1/PLK1/SMC2/SMC4",6
"1709","downregulated.Cluster2.ACN4.Infected.Camel","downregulated","Cluster2","ACN4","Infected","Camel","GO:0000075","cell cycle checkpoint signaling","17/518","169/18723",4.75168896689531e-06,0.000201682798372667,0.000170717246349168,"BUB1/BUB1B/BUB3/CCNB1/CDK1/CENPF/FANCD2/FOXN3/GEN1/GTSE1/MAD2L1/NDC80/PLK1/RNASEH2B/RPL26/SOX4/TOPBP1",17
