"","ID","Description","Count","GeneRatio","geneID"
"GO:0050794","GO:0050794","regulation of cellular process",167,"167/326","STMND1/FOXJ1/CCDC39/SPEF1/DZIP1L/DNAH11/STK33/ROPN1L/TPPP3/CFAP45/DNAAF1/MAPK15/FHL1/TUBA1A/DCDC2B/DIXDC1/DTHD1/FANK1/DRC1/BAIAP3/CDKL1/BASP1/NEK5/CFAP69/CCDC40/CD74/MGLL/MLF1/RPGRIP1L/ZMYND10/CFAP43/IFT57/SYT5/EFHC1/IQUB/PACRG/CAPS/RFX2/MNS1/MAP1A/RFX3/PLAT/CDC14A/CST6/KIF9/JUN/IFT81/MAP2K6/CETN2/MAP9/IFT88/EGR1/FAM161A/DYNC2H1/CAPN10/CSPP1/CALM1/SLC44A4/SLAIN2/SLC9A3R1/EPAS1/ZNF875/SULT1E1/RCAN1/ULK4/GPR155/RUVBL2/SORL1/CFAP298/ATF3/FOS/PFN2/TTC26/GAS8/TULP3/ADGRF1/VCL/SDC4/CCN1/HPSE/AUTS2/CFAP20/CALM2/PIM2/IFT74/GABRP/CFAP410/ATP6V1E1/GRN/PCM1/ARHGAP39/WDR73/BPIFA1/TRIB1/PROM1/KITLG/CCDC66/DYNLL1/MYCBP/ZFP36L1/IL1R1/IER3/APOBEC1/ERRFI1/HOPX/NPC2/OAZ2/RAP2B/DEFB1/NUDT4/FAM53B/LURAP1L/F3/ITGB4/HES4/SEMA5A/WDPCP/EGR3/BCL10/CC2D1B/FOSL2/KMT5A/BTG2/ADM/PRKAB2/HSPH1/ADORA2B/KRT4/MYC/ADGRV1/RBMS3/PTPRS/HSPB1/CPNE3/FA2H/RPS9/CCN2/CTH/CD44/PTPRZ1/RPS14/NECTIN1/TGM2/TFCP2L1/CRY2/FOXQ1/PRR5L/SFN/STOM/RPL26/PTGS2/TPM1/GPRC5A/PTGES/TP63/NR4A1/DUSP6/RPS15A/CRLF1/TIMP3/IGFBP2/IL1R2/NDRG1/SCGB1A1/ANGPTL4/IL33/CHI3L1"
"GO:0051301","GO:0051301","cell division",13,"13/326","TUBA1A/DIXDC1/EFHC1/CDC14A/CETN2/MAP9/CSPP1/CALM1/CALM2/KMT5A/MYC/SFN/TP63"
"GO:0051641","GO:0051641","cellular localization",52,"52/326","FOXJ1/CCDC39/DZIP1L/DNAH11/DNAH5/LCA5L/MAPK15/TUBA1A/BAIAP3/EFR3B/DAW1/CD74/ZMYND10/IFT57/SYT5/PACRG/MAP1A/TTC21A/CLBA1/TTC7B/IFT81/IFT88/DYNC2H1/CAPN10/CALM1/SLC9A3R1/IFT46/RUVBL2/SORL1/ZDHHC1/TTC26/GAS8/TULP3/VCL/CALM2/IFT74/PCM1/CCDC66/DYNLL1/SYNE1/ZFP36L1/NPC2/OAZ2/FAM53B/RABGAP1L/HSPB1/CRY2/PRR5L/SFN/STOM/PTGS2/NR4A1"
"GO:0051651","GO:0051651","maintenance of location in cell",4,"4/326","CALM1/SORL1/CALM2/SYNE1"
"GO:0051674","GO:0051674","localization of cell",64,"64/326","TEKT1/CFAP46/FOXJ1/DNAH2/CCDC39/SPEF1/CFAP54/ENKUR/DNAH11/CFAP65/SPEF2/DNAH5/ROPN1L/CFAP45/CFAP44/MAPK15/DRC7/DIXDC1/DRC1/CFAP69/DNAH6/IQCG/CCDC40/CD74/CFAP43/EFHC1/DNAH7/MNS1/TTC21A/RFX3/PLAT/SLC9A3R1/ULK4/SORL1/PFN2/GAS8/VCL/SDC4/CCN1/AUTS2/CFAP20/GRN/PCM1/DPCD/TRIB1/KITLG/IL1R1/S100A2/RAP2B/DEFB1/F3/ITGB4/SEMA5A/WDPCP/GCNT1/EGR3/HSPB1/CPNE3/CCN2/CD44/PRR5L/PTGS2/TPM1/NR4A1"
"GO:0051716","GO:0051716","cellular response to stimulus",106,"106/326","ALPL/SPEF1/DZIP1L/STK33/SPATA18/MAPK15/DCDC2B/DIXDC1/DTHD1/BAIAP3/CD74/MGLL/RPGRIP1L/IFT57/SYT5/IQUB/PACRG/CAPS/PLAT/JUN/IFT81/MAP2K6/CETN2/EGR1/DYNC2H1/CAPN10/CALM1/SLC9A3R1/EPAS1/RCAN1/ULK4/GPR155/RUVBL2/SORL1/ATF3/FOS/TTC26/GAS8/TULP3/ADGRF1/CCN1/HPSE/AUTS2/CALM2/PIM2/MGST1/IFT74/GABRP/CFAP410/GRN/ARHGAP39/TRIB1/KITLG/ST3GAL6/DYNLL1/ZFP36L1/IL1R1/IER3/APOBEC1/ERRFI1/RAP2B/DEFB1/NUDT4/FAM53B/LURAP1L/F3/ITGB4/SEMA5A/WDPCP/EGR3/BCL10/KMT5A/BTG2/ADM/PRKAB2/ADORA2B/MYC/ADGRV1/RBMS3/PTPRS/HSPB1/CPNE3/CCN2/CTH/CD44/TGM2/CRY2/PRR5L/SFN/RPL26/PTGS2/TPM1/GPRC5A/PTGES/TP63/RPS16/NR4A1/DUSP6/CRLF1/TIMP3/IGFBP2/IL1R2/NDRG1/SCGB1A1/IL33/CHI3L1"
"GO:0055085","GO:0055085","transmembrane transport",17,"17/326","FHL1/GJB7/CAPN10/CALM1/SLC6A20/SLC44A4/SLC9A3R1/GPR155/CALM2/TMC5/GABRP/ATP6V1E1/BPIFA1/SLC26A2/OAZ2/TMC4/STOM"
"GO:0060352","GO:0060352","cell adhesion molecule production",1,"1/326","GCNT1"
"GO:0061919","GO:0061919","process utilizing autophagic mechanism",8,"8/326","SPATA18/MAPK15/IFT88/CALM1/PIM2/ATP6V1E1/ITGB4/HSPB1"
"GO:0071840","GO:0071840","cellular component organization or biogenesis",141,"141/326","CEP126/SPAG6/STMND1/KIF19/TEKT1/CCDC170/AK7/CFAP46/FOXJ1/DNAI2/CCDC39/SPAG17/SPEF1/CFAP54/CLDN2/DZIP1L/CFAP65/SPEF2/SPATA18/DNAH5/CFAP126/TPPP3/LCA5L/CFAP53/DNAAF1/PIH1D2/CFAP44/MAPK15/FHL1/TUBA1A/SAXO2/DIXDC1/SOAT2/DRC1/DNAH9/DNAJB13/BAIAP3/CDKL1/DAW1/SPATA6/CFAP69/IQCG/CCDC40/HYDIN/CD74/CCDC78/RPGRIP1L/ZMYND10/CFAP43/IFT57/EFHC1/IQUB/RFX2/DNAH7/MNS1/MAP1A/DNAL1/RSPH1/TTC21A/CCDC187/RFX3/CCDC103/CDC14A/TMEM216/LRRC56/KIF9/JUN/IFT81/BBOF1/CETN2/MAP9/IFT88/FAM161A/DYNC2H1/CAPN10/CALM1/SLC44A4/SLAIN2/SLC9A3R1/EPAS1/ULK4/IFT46/RUVBL2/SORL1/CFAP298/TUBB4B/PFN2/TTC26/GAS8/ADGRF1/VCL/SDC4/CCN1/AUTS2/CFAP20/IFT74/CFAP410/GRN/PCM1/ARHGAP39/WDR73/SPAG1/CCDC66/DYNLL1/SYNE1/APOBEC1/HOPX/NPC2/ITGB4/SEMA5A/WDPCP/BCL10/KMT5A/BTG2/ADM/ZNFX1/KRT4/MYC/ADGRV1/PTPRS/FA2H/CCN2/COL12A1/CTH/CD44/PTPRZ1/RPS14/NECTIN1/TFCP2L1/SFN/RPL26/TPM1/TP63/RPS16/RPL7A/CALD1/RPL10A/KRT15/NDRG1/COL17A1/KRT5"
"GO:0097194","GO:0097194","execution phase of apoptosis",1,"1/326","CAPN10"
"GO:0098743","GO:0098743","cell aggregation",2,"2/326","BPIFA1/CCN2"
"GO:0140352","GO:0140352","export from cell",15,"15/326","BAIAP3/SYT5/RFX3/MAP2K6/CAPN10/CALM1/SLC44A4/SDC4/CALM2/DYNLL1/ADM/CCN2/CRY2/PTGES/NR4A1"
"GO:1990748","GO:1990748","cellular detoxification",3,"3/326","MGST1/PTGS2/PTGES"
"GO:0019058","GO:0019058","viral life cycle",3,"3/326","CD74/NECTIN1/STOM"
"GO:0019079","GO:0019079","viral genome replication",1,"1/326","STOM"
"GO:0019080","GO:0019080","viral gene expression",1,"1/326","JUN"
"GO:0019083","GO:0019083","viral transcription",1,"1/326","JUN"
"GO:0044794","GO:0044794","positive regulation by host of viral process",1,"1/326","STOM"
"GO:0048524","GO:0048524","positive regulation of viral process",2,"2/326","CD74/STOM"
"GO:0050792","GO:0050792","regulation of viral process",2,"2/326","CD74/STOM"
"GO:0003006","GO:0003006","developmental process involved in reproduction",40,"40/326","ALPL/FOXJ1/CFAP54/CFAP65/SPEF2/ROPN1L/TPPP3/CFAP44/SPA17/BASP1/SPATA6/CFAP69/IQCG/MORN2/CFAP43/PACRG/RFX2/MNS1/RSPH1/TTC21A/IFT81/CETN2/IFTAP/MYCBPAP/EPAS1/TTC26/CCN1/MGST1/STRBP/DPCD/KITLG/DYNLL1/SYNE1/MYCBP/ZFP36L1/DEFB1/ADM/HSD17B2/PTGS2/TP63"
"GO:0007340","GO:0007340","acrosome reaction",1,"1/326","IFTAP"
"GO:0007343","GO:0007343","egg activation",1,"1/326","PLAT"
"GO:0007566","GO:0007566","embryo implantation",5,"5/326","TPPP3/ITGB4/RPL29/PTGS2/SCGB1A1"
"GO:0009566","GO:0009566","fertilization",5,"5/326","SPA17/CFAP69/PLAT/IFTAP/SPAG1"
"GO:0022602","GO:0022602","ovulation cycle process",1,"1/326","MAP2K6"
"GO:0035036","GO:0035036","sperm-egg recognition",1,"1/326","SPA17"
"GO:0044703","GO:0044703","multi-organism reproductive process",39,"39/326","FOXJ1/CFAP54/CFAP65/SPEF2/ROPN1L/TPPP3/CFAP44/SPA17/SPATA6/CFAP69/IQCG/MORN2/CFAP43/PACRG/RFX2/MNS1/RSPH1/TTC21A/PLAT/IFT81/CETN2/IFTAP/MYCBPAP/FOS/TTC26/STRBP/DPCD/SPAG1/DYNLL1/SYNE1/MYCBP/DEFB1/ITGB4/ADM/RPL29/PTGS2/TP63/IGFBP2/SCGB1A1"
"GO:0048609","GO:0048609","multicellular organismal reproductive process",33,"33/326","FOXJ1/CFAP54/CFAP65/SPEF2/ROPN1L/TPPP3/CFAP44/SPA17/SPATA6/CFAP69/IQCG/MORN2/CFAP43/PACRG/RFX2/MNS1/RSPH1/TTC21A/IFT81/MAP2K6/CETN2/EGR1/IFTAP/MYCBPAP/TTC26/STRBP/DPCD/DYNLL1/SYNE1/MYCBP/DEFB1/PTGS2/TP63"
"GO:0051321","GO:0051321","meiotic cell cycle",3,"3/326","MAPK15/MNS1/RSPH1"
"GO:0060468","GO:0060468","prevention of polyspermy",1,"1/326","PLAT"
"GO:0060474","GO:0060474","positive regulation of flagellated sperm motility involved in capacitation",1,"1/326","DEFB1"
"GO:0060710","GO:0060710","chorio-allantoic fusion",2,"2/326","CCN1/ZFP36L1"
"GO:0061450","GO:0061450","trophoblast cell migration",1,"1/326","ITGB4"
"GO:0097722","GO:0097722","sperm motility",19,"19/326","CCDC39/ENKUR/DNAH11/CFAP65/SPEF2/DNAH5/ROPN1L/CFAP45/CFAP44/DRC7/CFAP69/IQCG/CCDC40/CFAP43/MNS1/TTC21A/GAS8/DPCD/DEFB1"
"GO:1903046","GO:1903046","meiotic cell cycle process",1,"1/326","MAPK15"
"GO:2000241","GO:2000241","regulation of reproductive process",4,"4/326","MAPK15/CFAP69/PLAT/DEFB1"
"GO:2000242","GO:2000242","negative regulation of reproductive process",1,"1/326","PLAT"
"GO:2000243","GO:2000243","positive regulation of reproductive process",3,"3/326","MAPK15/CFAP69/DEFB1"
"GO:0044406","GO:0044406","adhesion of symbiont to host",2,"2/326","BPIFA1/NECTIN1"
"GO:0007267","GO:0007267","cell-cell signaling",30,"30/326","SPEF1/DIXDC1/BAIAP3/SYT5/MAP1A/GJB7/RFX3/PLAT/MAP2K6/EGR1/CAPN10/MYCBPAP/CALM1/SLC44A4/SLC9A3R1/RUVBL2/GABRP/DYNLL1/FAM53B/SEMA5A/EGR3/ADM/RBMS3/PTPRS/CRY2/PTGS2/PTGES/TP63/NR4A1/IGFBP2"
"GO:0023051","GO:0023051","regulation of signaling",60,"60/326","SPEF1/DIXDC1/BAIAP3/CD74/MGLL/RPGRIP1L/MAP1A/RFX3/IFT81/MAP2K6/EGR1/DYNC2H1/CAPN10/CALM1/SLC9A3R1/RCAN1/ULK4/RUVBL2/SORL1/ATF3/GAS8/TULP3/CCN1/HPSE/AUTS2/CALM2/PIM2/ARHGAP39/TRIB1/KITLG/DYNLL1/IL1R1/ERRFI1/FAM53B/LURAP1L/F3/SEMA5A/BCL10/KMT5A/ADM/MYC/ADGRV1/RBMS3/PTPRS/HSPB1/CCN2/CTH/CD44/TGM2/CRY2/PRR5L/RPL26/PTGS2/GPRC5A/TP63/DUSP6/TIMP3/IGFBP2/IL1R2/CHI3L1"
"GO:0023056","GO:0023056","positive regulation of signaling",33,"33/326","DIXDC1/BAIAP3/CD74/MAP2K6/DYNC2H1/CAPN10/SLC9A3R1/SORL1/ATF3/GAS8/CCN1/HPSE/AUTS2/PIM2/KITLG/DYNLL1/IL1R1/FAM53B/LURAP1L/F3/SEMA5A/BCL10/ADGRV1/CCN2/CTH/CD44/TGM2/PRR5L/RPL26/PTGS2/TP63/TIMP3/CHI3L1"
"GO:0023057","GO:0023057","negative regulation of signaling",27,"27/326","CD74/RPGRIP1L/EGR1/SLC9A3R1/RCAN1/RUVBL2/SORL1/ATF3/TULP3/TRIB1/ERRFI1/ADM/MYC/RBMS3/PTPRS/HSPB1/CTH/CD44/CRY2/PRR5L/PTGS2/GPRC5A/TP63/DUSP6/TIMP3/IGFBP2/IL1R2"
"GO:0035637","GO:0035637","multicellular organismal signaling",2,"2/326","CALM1/CALM2"
"GO:0001503","GO:0001503","ossification",8,"8/326","ALPL/MAP2K6/CCN1/SLC26A2/ADGRV1/CCN2/PTGS2/TP63"
"GO:0001763","GO:0001763","morphogenesis of a branching structure",4,"4/326","ADM/MYC/TGM2/TP63"
"GO:0001816","GO:0001816","cytokine production",16,"16/326","FOXJ1/CD74/EGR1/SORL1/HPSE/IL1R1/ERRFI1/F3/BCL10/PTPRS/HSPB1/PTGS2/IL1R2/SCGB1A1/IL33/CHI3L1"
"GO:0002021","GO:0002021","response to dietary excess",1,"1/326","SORL1"
"GO:0002532","GO:0002532","production of molecular mediator involved in inflammatory response",2,"2/326","GRN/IL1R2"
"GO:0003008","GO:0003008","system process",40,"40/326","CCDC39/DNAH11/CFAP45/SOAT2/DAW1/CFAP69/CCDC78/MGLL/CFAP43/MAP1A/CDC14A/JUN/MAP2K6/FAM161A/CALM1/SLC6A20/SLC9A3R1/EPAS1/RCAN1/GPR155/FOS/ADGRF1/CALM2/GABRP/CCDC66/ERRFI1/HOPX/BTG2/ADM/ADORA2B/ADGRV1/CCN2/PTPRZ1/CRY2/PTGS2/TPM1/PTGES/NR4A1/CALD1/TIMP3"
"GO:0007275","GO:0007275","multicellular organism development",112,"112/326","ALPL/STMND1/FOXJ1/DNAI2/CCDC39/SPEF1/ENKUR/DZIP1L/DNAH11/SPEF2/DNAH5/TPPP3/CFAP53/CFAP45/DNAAF1/FHL1/DIXDC1/DRC1/CDKL1/DAW1/BASP1/CCDC40/HYDIN/CD74/MLF1/RPGRIP1L/CFAP43/IFT57/EFHC1/CKB/MNS1/MAP1A/RFX3/CCDC103/DZANK1/JUN/MAP2K6/IFT88/EGR1/DYNC2H1/CALM1/SLC44A4/SLC9A3R1/EPAS1/ZNF875/RCAN1/ULK4/SORL1/ATF3/FOS/TULP3/ADGRF1/VCL/SDC4/CCN1/HPSE/AUTS2/CFAP20/CALM2/MGST1/IFT74/GRN/PCM1/DPCD/TRIB1/PROM1/KITLG/DYNLL1/ZFP36L1/ERRFI1/HOPX/F3/ITGB4/HES4/SEMA5A/WDPCP/GCNT1/EGR3/BCL10/FOSL2/BTG2/ADM/HSD17B2/MYC/ADGRV1/PTPRS/HSPB1/FA2H/CCN2/COL12A1/CTH/CD44/PTPRZ1/RPS14/NECTIN1/TGM2/TFCP2L1/FOXQ1/RPL29/SFN/PTGS2/TPM1/TP63/RPS16/NR4A1/CALD1/DUSP6/CRLF1/NDRG1/SCGB1A1/ANGPTL4/CHI3L1"
"GO:0007389","GO:0007389","pattern specification process",26,"26/326","FOXJ1/DNAI2/CCDC39/ENKUR/DZIP1L/DNAH11/DNAH5/CFAP53/CFAP45/DNAAF1/DRC1/DAW1/BASP1/CCDC40/RPGRIP1L/IFT57/MNS1/RFX3/CCDC103/DYNC2H1/TULP3/IFT74/DPCD/HES4/BTG2/TP63"
"GO:0007585","GO:0007585","respiratory gaseous exchange by respiratory system",1,"1/326","CFAP43"
"GO:0007586","GO:0007586","digestion",1,"1/326","SOAT2"
"GO:0008340","GO:0008340","determination of adult lifespan",1,"1/326","TFCP2L1"
"GO:0019827","GO:0019827","stem cell population maintenance",3,"3/326","PCM1/MYC/TP63"
"GO:0022404","GO:0022404","molting cycle process",3,"3/326","HPSE/FOXQ1/TP63"
"GO:0030431","GO:0030431","sleep",1,"1/326","FOS"
"GO:0031424","GO:0031424","keratinization",1,"1/326","SFN"
"GO:0032922","GO:0032922","circadian regulation of gene expression",2,"2/326","EGR1/CRY2"
"GO:0034381","GO:0034381","plasma lipoprotein particle clearance",1,"1/326","SOAT2"
"GO:0035264","GO:0035264","multicellular organism growth",1,"1/326","ZFP36L1"
"GO:0035265","GO:0035265","organ growth",2,"2/326","BASP1/DUSP6"
"GO:0042303","GO:0042303","molting cycle",5,"5/326","HPSE/FA2H/FOXQ1/PTGS2/TP63"
"GO:0044706","GO:0044706","multi-multicellular organism process",8,"8/326","TPPP3/FOS/ITGB4/ADM/RPL29/PTGS2/IGFBP2/SCGB1A1"
"GO:0045494","GO:0045494","photoreceptor cell maintenance",2,"2/326","PROM1/ADGRV1"
"GO:0048771","GO:0048771","tissue remodeling",2,"2/326","EPAS1/TGM2"
"GO:0048871","GO:0048871","multicellular organismal homeostasis",16,"16/326","MAP2K6/EGR1/EPAS1/VCL/BPIFA1/PROM1/CCDC66/PRKAB2/ADGRV1/HSPB1/FA2H/CCN2/SFN/PTGS2/PTGES/TP63"
"GO:0050817","GO:0050817","coagulation",6,"6/326","PLAT/VCL/HPSE/RAP2B/F3/HSPB1"
"GO:0050879","GO:0050879","multicellular organismal movement",3,"3/326","CCDC78/MAP1A/NR4A1"
"GO:0051239","GO:0051239","regulation of multicellular organismal process",56,"56/326","FOXJ1/BASP1/CD74/MGLL/RFX3/PLAT/JUN/MAP2K6/EGR1/CALM1/SLC9A3R1/EPAS1/SORL1/FOS/PFN2/VCL/CCN1/HPSE/CALM2/GRN/PCM1/TRIB1/PROM1/KITLG/ZFP36L1/IL1R1/ERRFI1/HOPX/F3/SEMA5A/WDPCP/EGR3/BCL10/ADM/PRKAB2/MYC/ADGRV1/PTPRS/HSPB1/FA2H/CCN2/PTPRZ1/TGM2/CRY2/SFN/PTGS2/TPM1/PTGES/TP63/NR4A1/DUSP6/IL1R2/SCGB1A1/ANGPTL4/IL33/CHI3L1"
"GO:0051240","GO:0051240","positive regulation of multicellular organismal process",34,"34/326","FOXJ1/BASP1/CD74/RFX3/JUN/EGR1/EPAS1/SORL1/FOS/CCN1/HPSE/GRN/TRIB1/KITLG/ZFP36L1/IL1R1/F3/SEMA5A/EGR3/BCL10/ADM/PRKAB2/MYC/ADGRV1/HSPB1/CCN2/PTPRZ1/TGM2/PTGS2/TPM1/TP63/ANGPTL4/IL33/CHI3L1"
"GO:0051241","GO:0051241","negative regulation of multicellular organismal process",19,"19/326","FOXJ1/CD74/PLAT/MAP2K6/SORL1/PFN2/GRN/PCM1/TRIB1/ERRFI1/SEMA5A/ADM/MYC/PTPRS/CRY2/PTGS2/TP63/IL1R2/SCGB1A1"
"GO:0071827","GO:0071827","plasma lipoprotein particle organization",1,"1/326","SOAT2"
"GO:0090130","GO:0090130","tissue migration",9,"9/326","PFN2/GRN/S100A2/SEMA5A/WDPCP/EGR3/HSPB1/PTGS2/NR4A1"
"GO:0007568","GO:0007568","aging",9,"9/326","JUN/MAP2K6/FOS/ADM/CCN2/TFCP2L1/PTGS2/TP63/IGFBP2"
"GO:0009653","GO:0009653","anatomical structure morphogenesis",61,"61/326","ALPL/FOXJ1/CCDC39/SPEF1/DNAH11/SPEF2/DNAAF1/FHL1/BASP1/CCDC40/RPGRIP1L/IFT57/RFX2/MAP1A/CCDC103/DZANK1/CST6/JUN/DYNC2H1/SLC44A4/SLC9A3R1/EPAS1/TULP3/VCL/SDC4/CCN1/HPSE/AUTS2/CFAP410/GRN/PROM1/ZFP36L1/IER3/ERRFI1/HOPX/F3/ITGB4/SEMA5A/WDPCP/GCNT1/EGR3/BCL10/ADM/MYC/PTPRS/HSPB1/CCN2/COL12A1/CD44/PTPRZ1/NECTIN1/TGM2/TFCP2L1/FOXQ1/PTGS2/TPM1/TP63/NR4A1/CALD1/ANGPTL4/CHI3L1"
"GO:0021700","GO:0021700","developmental maturation",6,"6/326","ROPN1L/BAIAP3/RFX3/EPAS1/DEFB1/TFCP2L1"
"GO:0048589","GO:0048589","developmental growth",9,"9/326","BASP1/VCL/AUTS2/ZFP36L1/HOPX/SEMA5A/ADM/PTPRS/DUSP6"
"GO:0048646","GO:0048646","anatomical structure formation involved in morphogenesis",31,"31/326","FOXJ1/IFT57/RFX2/JUN/SLC44A4/EPAS1/TULP3/SDC4/CCN1/HPSE/GRN/PROM1/HOPX/F3/ITGB4/SEMA5A/EGR3/BCL10/ADM/HSPB1/CCN2/COL12A1/NECTIN1/TGM2/PTGS2/TPM1/TP63/NR4A1/CALD1/ANGPTL4/CHI3L1"
"GO:0048856","GO:0048856","anatomical structure development",134,"134/326","ALPL/STMND1/FOXJ1/DNAI2/CCDC39/SPEF1/ENKUR/DZIP1L/DNAH11/CFAP65/SPEF2/DNAH5/ROPN1L/TPPP3/CFAP53/CFAP45/DNAAF1/CFAP44/FHL1/DIXDC1/DRC1/CDKL1/DAW1/BASP1/NEK5/CFAP69/IQCG/CCDC40/HYDIN/CD74/CCDC78/MLF1/RPGRIP1L/CFAP43/IFT57/EFHC1/PACRG/RFX2/CKB/MNS1/MAP1A/RSPH1/TTC21A/RFX3/CCDC103/DZANK1/CST6/JUN/MAP2K6/IFT88/EGR1/DYNC2H1/CALM1/SLC44A4/SLC9A3R1/EPAS1/ZNF875/RCAN1/ULK4/SORL1/ATF3/FOS/TTC26/TULP3/ADGRF1/VCL/SDC4/CCN1/HPSE/AUTS2/CFAP20/CALM2/MGST1/IFT74/CFAP410/GRN/STRBP/PCM1/DPCD/TRIB1/PROM1/KITLG/DYNLL1/SYNE1/ZFP36L1/IER3/ERRFI1/HOPX/DEFB1/F3/ITGB4/HES4/SEMA5A/WDPCP/GCNT1/EGR3/BCL10/FOSL2/BTG2/ADM/HSD17B2/KRT4/MYC/ADGRV1/PTPRS/HSPB1/FA2H/CCN2/COL12A1/CTH/CD44/PTPRZ1/RPS14/NECTIN1/TGM2/TFCP2L1/FOXQ1/RPL29/SFN/PTGS2/TPM1/TP63/RPS16/NR4A1/CALD1/DUSP6/CRLF1/KRT15/NDRG1/SCGB1A1/ANGPTL4/COL17A1/CHI3L1/KRT5"
"GO:0050793","GO:0050793","regulation of developmental process",45,"45/326","FOXJ1/SPEF1/DIXDC1/BASP1/NEK5/CD74/RFX3/JUN/SLC9A3R1/SULT1E1/SORL1/FOS/VCL/CCN1/HPSE/CFAP410/GRN/PCM1/TRIB1/PROM1/KITLG/ZFP36L1/ERRFI1/HOPX/F3/SEMA5A/WDPCP/EGR3/ADM/MYC/ADGRV1/PTPRS/HSPB1/CCN2/CTH/CD44/PTPRZ1/TGM2/SFN/PTGS2/TPM1/TP63/DUSP6/ANGPTL4/CHI3L1"
"GO:0051093","GO:0051093","negative regulation of developmental process",13,"13/326","FOXJ1/DIXDC1/CD74/SORL1/PCM1/TRIB1/ZFP36L1/HOPX/SEMA5A/MYC/ADGRV1/PTPRS/TP63"
"GO:0051094","GO:0051094","positive regulation of developmental process",33,"33/326","FOXJ1/BASP1/NEK5/CD74/RFX3/JUN/SULT1E1/SORL1/FOS/CCN1/HPSE/GRN/TRIB1/PROM1/KITLG/ZFP36L1/HOPX/F3/SEMA5A/EGR3/ADM/MYC/ADGRV1/HSPB1/CCN2/CTH/PTPRZ1/TGM2/SFN/PTGS2/TP63/ANGPTL4/CHI3L1"
"GO:0098727","GO:0098727","maintenance of cell number",3,"3/326","PCM1/MYC/TP63"
"GO:0040008","GO:0040008","regulation of growth",11,"11/326","FHL1/BASP1/SLC44A4/RUVBL2/HOPX/SEMA5A/PTPRS/TFCP2L1/SFN/DUSP6/IGFBP2"
"GO:0045926","GO:0045926","negative regulation of growth",3,"3/326","FHL1/SEMA5A/PTPRS"
"GO:0045927","GO:0045927","positive regulation of growth",6,"6/326","BASP1/SLC44A4/HOPX/SEMA5A/TFCP2L1/SFN"
"GO:0031987","GO:0031987","locomotion involved in locomotory behavior",1,"1/326","RCAN1"
"GO:0040012","GO:0040012","regulation of locomotion",26,"26/326","CFAP45/MAPK15/CFAP69/CD74/SLC9A3R1/ULK4/SORL1/PFN2/VCL/SDC4/CCN1/CFAP20/GRN/TRIB1/KITLG/IL1R1/RAP2B/DEFB1/F3/SEMA5A/WDPCP/HSPB1/CPNE3/PRR5L/PTGS2/TPM1"
"GO:0040013","GO:0040013","negative regulation of locomotion",9,"9/326","MAPK15/CD74/SLC9A3R1/PFN2/VCL/TRIB1/RAP2B/SEMA5A/TPM1"
"GO:0040017","GO:0040017","positive regulation of locomotion",13,"13/326","CFAP69/CD74/CCN1/CFAP20/GRN/KITLG/IL1R1/DEFB1/F3/SEMA5A/HSPB1/CPNE3/PTGS2"
"GO:0042330","GO:0042330","taxis",9,"9/326","CD74/CCN1/DEFB1/F3/SEMA5A/EGR3/HSPB1/NECTIN1/NR4A1"
"GO:0048870","GO:0048870","cell motility",64,"64/326","TEKT1/CFAP46/FOXJ1/DNAH2/CCDC39/SPEF1/CFAP54/ENKUR/DNAH11/CFAP65/SPEF2/DNAH5/ROPN1L/CFAP45/CFAP44/MAPK15/DRC7/DIXDC1/DRC1/CFAP69/DNAH6/IQCG/CCDC40/CD74/CFAP43/EFHC1/DNAH7/MNS1/TTC21A/RFX3/PLAT/SLC9A3R1/ULK4/SORL1/PFN2/GAS8/VCL/SDC4/CCN1/AUTS2/CFAP20/GRN/PCM1/DPCD/TRIB1/KITLG/IL1R1/S100A2/RAP2B/DEFB1/F3/ITGB4/SEMA5A/WDPCP/GCNT1/EGR3/HSPB1/CPNE3/CCN2/CD44/PRR5L/PTGS2/TPM1/NR4A1"
"GO:0048066","GO:0048066","developmental pigmentation",1,"1/326","KITLG"
"GO:0120305","GO:0120305","regulation of pigmentation",1,"1/326","KITLG"
"GO:0035821","GO:0035821","modulation of process of other organism",2,"2/326","JUN/STOM"
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction",5,"5/326","CD74/JUN/BPIFA1/NECTIN1/STOM"
"GO:0051707","GO:0051707","response to other organism",22,"22/326","ALPL/CD74/JUN/TUBB4B/FOS/ZDHHC1/PIM2/MGST1/GRN/BPIFA1/TRIB1/APOBEC1/NPC2/DEFB1/BCL10/ADM/HSPB1/PTGS2/PTGES/NR4A1/RPS15A/SCGB1A1"
"GO:0007623","GO:0007623","circadian rhythm",4,"4/326","JUN/EGR1/EGR3/CRY2"
"GO:0042698","GO:0042698","ovulation cycle",2,"2/326","MAP2K6/EGR1"
"GO:0048087","GO:0048087","positive regulation of developmental pigmentation",1,"1/326","KITLG"
