"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006874","GO:0006874","cellular calcium ion homeostasis","7/118","448/18723",0.0233861209532478,0.11711982410862,0.0910560515175957,"CALR/TMBIM6/APP/TMCO1/PRNP/ITGAV/STC1",7
"GO:0014909","GO:0014909","smooth muscle cell migration","3/118","97/18723",0.0234422433740625,0.11711982410862,0.0910560515175957,"S100A11/RHOA/NFE2L2",3
"GO:2001237","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","3/118","97/18723",0.0234422433740625,0.11711982410862,0.0910560515175957,"GPX1/TMBIM1/ITGAV",3
"GO:0002449","GO:0002449","lymphocyte mediated immunity","6/118","350/18723",0.0235247596514167,0.117303422152882,0.0911987917676262,"CLU/PRDX1/CD81/B2M/LAMP1/TUBB",6
"GO:0045165","GO:0045165","cell fate commitment","5/118","258/18723",0.0237859212268762,0.118180658593952,0.0918808085583716,"SFRP1/RHOA/CDC42/LMO4/EPAS1",5
"GO:0002478","GO:0002478","antigen processing and presentation of exogenous peptide antigen","2/118","38/18723",0.0238851272538694,0.118180658593952,0.0918808085583716,"B2M/IFI30",2
"GO:1901031","GO:1901031","regulation of response to reactive oxygen species","2/118","38/18723",0.0238851272538694,0.118180658593952,0.0918808085583716,"RACK1/NFE2L2",2
"GO:1903580","GO:1903580","positive regulation of ATP metabolic process","2/118","38/18723",0.0238851272538694,0.118180658593952,0.0918808085583716,"ENO1/APP",2
"GO:0045927","GO:0045927","positive regulation of growth","5/118","259/18723",0.0241359264410742,0.119191482598214,0.0926666844193357,"SFRP1/RHOA/CDC42/AGRN/AGR2",5
"GO:0006066","GO:0006066","alcohol metabolic process","6/118","353/18723",0.024401846091349,0.120272945254091,0.0935074790504529,"NPC2/NFE2L1/APP/CAT/TPI1/TM7SF2",6
"GO:0051091","GO:0051091","positive regulation of DNA-binding transcription factor activity","5/118","260/18723",0.0244892462945693,0.120472050389599,0.093662275453318,"CLU/APP/CAT/RPS3/PRDX3",5
"GO:0008630","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","3/118","99/18723",0.0247150935585689,0.121350162434123,0.0943449729912701,"CLU/RPS3/MUC1",3
"GO:0048771","GO:0048771","tissue remodeling","4/118","175/18723",0.0248599302851658,0.121595422368092,0.094535652932541,"SFRP1/RAC1/TMBIM1/EPAS1",4
"GO:0052126","GO:0052126","movement in host environment","4/118","175/18723",0.0248599302851658,0.121595422368092,0.094535652932541,"CD81/LAMP1/P4HB/ITGAV",4
"GO:0003018","GO:0003018","vascular process in circulatory system","5/118","263/18723",0.0255691905070661,0.124826352894496,0.0970475741952402,"GPX1/RHOA/SLC44A1/ECE1/PTGS2",5
"GO:0043405","GO:0043405","regulation of MAP kinase activity","4/118","177/18723",0.0257811431809965,0.12538343448367,0.0974806831950992,"SFRP1/ERP29/RPS3/MAGED1",4
"GO:0051302","GO:0051302","regulation of cell division","4/118","177/18723",0.0257811431809965,0.12538343448367,0.0974806831950992,"RHOA/CDC42/RACK1/CAT",4
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","5/118","264/18723",0.0259358650037182,0.125897011372216,0.0978799690032667,"SFRP1/CD81/APP/RACK1/PRNP",5
"GO:0150115","GO:0150115","cell-substrate junction organization","3/118","101/18723",0.0260246507641148,0.12608918697245,0.0980293779653156,"SFRP1/RHOA/RAC1",3
"GO:0009306","GO:0009306","protein secretion","6/118","359/18723",0.0262213458856603,0.126166161951983,0.0980892229809244,"SFRP1/PAM/RAC1/ERP29/TMED10/GNPTAB",6
"GO:0071900","GO:0071900","regulation of protein serine/threonine kinase activity","6/118","359/18723",0.0262213458856603,0.126166161951983,0.0980892229809244,"SFRP1/RHOA/ERP29/RPS3/MAGED1/CCND1",6
"GO:0045429","GO:0045429","positive regulation of nitric oxide biosynthetic process","2/118","40/18723",0.0262866681554268,0.126166161951983,0.0980892229809244,"CLU/PTGS2",2
"GO:0045740","GO:0045740","positive regulation of DNA replication","2/118","40/18723",0.0262866681554268,0.126166161951983,0.0980892229809244,"CDC42/RAC1",2
"GO:0150077","GO:0150077","regulation of neuroinflammatory response","2/118","40/18723",0.0262866681554268,0.126166161951983,0.0980892229809244,"GRN/PTGS2",2
"GO:0055074","GO:0055074","calcium ion homeostasis","7/118","460/18723",0.0265130669947894,0.126873998067054,0.0986395376885367,"CALR/TMBIM6/APP/TMCO1/PRNP/ITGAV/STC1",7
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region","6/118","360/18723",0.0265331498103555,0.126873998067054,0.0986395376885367,"SFRP1/PAM/RAC1/ERP29/TMED10/GNPTAB",6
"GO:0001841","GO:0001841","neural tube formation","3/118","102/18723",0.0266931818307314,0.127401536372746,0.0990496779487887,"SFRP1/SPINT2/LMO4",3
"GO:0030004","GO:0030004","cellular monovalent inorganic cation homeostasis","3/118","103/18723",0.0273708722145552,0.129909007699462,0.100999138170762,"ATP5F1B/GRN/TMEM106B",3
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","3/118","103/18723",0.0273708722145552,0.129909007699462,0.100999138170762,"CLU/APP/HSPB1",3
"GO:0050708","GO:0050708","regulation of protein secretion","5/118","268/18723",0.027436271980386,0.129909007699462,0.100999138170762,"SFRP1/PAM/RAC1/ERP29/TMED10",5
"GO:0051348","GO:0051348","negative regulation of transferase activity","5/118","268/18723",0.027436271980386,0.129909007699462,0.100999138170762,"SFRP1/HSPB1/RACK1/ORMDL3/PRDX3",5
"GO:0071634","GO:0071634","regulation of transforming growth factor beta production","2/118","41/18723",0.0275226653065968,0.129909007699462,0.100999138170762,"ITGAV/PTGS2",2
"GO:1904407","GO:1904407","positive regulation of nitric oxide metabolic process","2/118","41/18723",0.0275226653065968,0.129909007699462,0.100999138170762,"CLU/PTGS2",2
"GO:1901890","GO:1901890","positive regulation of cell junction assembly","3/118","104/18723",0.0280577138077128,0.13219103031097,0.102773320893963,"SFRP1/RAC1/AGRN",3
"GO:0120034","GO:0120034","positive regulation of plasma membrane bounded cell projection assembly","3/118","105/18723",0.0287536974336198,0.133411007283689,0.103721804952266,"CDC42/RAC1/AGRN",3
"GO:0010591","GO:0010591","regulation of lamellipodium assembly","2/118","42/18723",0.0287816959878053,0.133411007283689,0.103721804952266,"CDC42/RAC1",2
"GO:0014912","GO:0014912","negative regulation of smooth muscle cell migration","2/118","42/18723",0.0287816959878053,0.133411007283689,0.103721804952266,"RHOA/NFE2L2",2
"GO:0032467","GO:0032467","positive regulation of cytokinesis","2/118","42/18723",0.0287816959878053,0.133411007283689,0.103721804952266,"RHOA/CDC42",2
"GO:0033574","GO:0033574","response to testosterone","2/118","42/18723",0.0287816959878053,0.133411007283689,0.103721804952266,"CALR/NQO1",2
"GO:0051452","GO:0051452","intracellular pH reduction","2/118","42/18723",0.0287816959878053,0.133411007283689,0.103721804952266,"GRN/TMEM106B",2
"GO:2000404","GO:2000404","regulation of T cell migration","2/118","42/18723",0.0287816959878053,0.133411007283689,0.103721804952266,"RHOA/APP",2
"GO:0009615","GO:0009615","response to virus","6/118","367/18723",0.0287851295465783,0.133411007283689,0.103721804952266,"ENO1/CFL1/CLU/NPC2/EIF5A/HSPB1",6
"GO:0140694","GO:0140694","non-membrane-bounded organelle assembly","6/118","367/18723",0.0287851295465783,0.133411007283689,0.103721804952266,"RHOA/CSDE1/RPL23A/RPS3/TMOD3/TUBB",6
"GO:0071692","GO:0071692","protein localization to extracellular region","6/118","368/18723",0.0291168297515984,0.134704755691962,0.104727643396876,"SFRP1/PAM/RAC1/ERP29/TMED10/GNPTAB",6
"GO:0050900","GO:0050900","leukocyte migration","6/118","369/18723",0.0294510469565377,0.135552849863475,0.105387003220551,"CALR/CD81/RHOA/APP/CDC42/RAC1",6
"GO:0019882","GO:0019882","antigen processing and presentation","3/118","106/18723",0.0294588128653747,0.135552849863475,0.105387003220551,"CALR/B2M/IFI30",3
"GO:0042116","GO:0042116","macrophage activation","3/118","106/18723",0.0294588128653747,0.135552849863475,0.105387003220551,"CLU/GRN/APP",3
"GO:0002861","GO:0002861","regulation of inflammatory response to antigenic stimulus","2/118","43/18723",0.0300634260788444,0.136420255151994,0.1060613766773,"CD81/GPX1",2
"GO:0014002","GO:0014002","astrocyte development","2/118","43/18723",0.0300634260788444,0.136420255151994,0.1060613766773,"GRN/APP",2
"GO:0045981","GO:0045981","positive regulation of nucleotide metabolic process","2/118","43/18723",0.0300634260788444,0.136420255151994,0.1060613766773,"ENO1/APP",2
"GO:0061383","GO:0061383","trabecula morphogenesis","2/118","43/18723",0.0300634260788444,0.136420255151994,0.1060613766773,"SFRP1/RHOA",2
"GO:0071604","GO:0071604","transforming growth factor beta production","2/118","43/18723",0.0300634260788444,0.136420255151994,0.1060613766773,"ITGAV/PTGS2",2
"GO:1900544","GO:1900544","positive regulation of purine nucleotide metabolic process","2/118","43/18723",0.0300634260788444,0.136420255151994,0.1060613766773,"ENO1/APP",2
"GO:0006275","GO:0006275","regulation of DNA replication","3/118","107/18723",0.030173048843938,0.136420255151994,0.1060613766773,"S100A11/CDC42/RAC1",3
"GO:1903557","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","3/118","107/18723",0.030173048843938,0.136420255151994,0.1060613766773,"CLU/APP/HSPB1",3
"GO:2000060","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","3/118","107/18723",0.030173048843938,0.136420255151994,0.1060613766773,"CLU/RACK1/NFE2L2",3
"GO:0031345","GO:0031345","negative regulation of cell projection organization","4/118","186/18723",0.0301795882447057,0.136420255151994,0.1060613766773,"ITM2C/RHOA/B2M/PRNP",4
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","4/118","187/18723",0.0306940296837875,0.138501405069626,0.107679388790604,"CLU/GPX1/RACK1/NFE2L2",4
"GO:0007528","GO:0007528","neuromuscular junction development","2/118","44/18723",0.0313675246928855,0.140060916006735,0.108891847136681,"APP/AGRN",2
"GO:0021762","GO:0021762","substantia nigra development","2/118","44/18723",0.0313675246928855,0.140060916006735,0.108891847136681,"RHOA/CDC42",2
"GO:0030521","GO:0030521","androgen receptor signaling pathway","2/118","44/18723",0.0313675246928855,0.140060916006735,0.108891847136681,"SFRP1/RHOA",2
"GO:0045197","GO:0045197","establishment or maintenance of epithelial cell apical/basal polarity","2/118","44/18723",0.0313675246928855,0.140060916006735,0.108891847136681,"RHOA/CDC42",2
"GO:0046006","GO:0046006","regulation of activated T cell proliferation","2/118","44/18723",0.0313675246928855,0.140060916006735,0.108891847136681,"RPS3/PRNP",2
"GO:0150076","GO:0150076","neuroinflammatory response","2/118","44/18723",0.0313675246928855,0.140060916006735,0.108891847136681,"GRN/PTGS2",2
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","6/118","375/18723",0.031509561373726,0.14045044487106,0.109194690490551,"SFRP1/EFEMP1/CD81/APP/RACK1/PRNP",6
"GO:0006821","GO:0006821","chloride transport","3/118","109/18723",0.0316288323522381,0.140737321734004,0.109417725955385,"GABRP/FXYD3/PRNP",3
"GO:0002263","GO:0002263","cell activation involved in immune response","5/118","279/18723",0.0318441991793666,0.141450056320133,0.109971849031362,"CD81/GRN/APP/S100A13/LAMP1",5
"GO:0099111","GO:0099111","microtubule-based transport","4/118","190/18723",0.0322684116872436,0.143043470876887,0.11121066610672,"APP/HSPB1/CDC42/LAMP1",4
"GO:0006939","GO:0006939","smooth muscle contraction","3/118","110/18723",0.0323703523638684,0.143043470876887,0.11121066610672,"RHOA/ORMDL3/PTGS2",3
"GO:0014812","GO:0014812","muscle cell migration","3/118","110/18723",0.0323703523638684,0.143043470876887,0.11121066610672,"S100A11/RHOA/NFE2L2",3
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","6/118","378/18723",0.0325733012205347,0.143237369598869,0.111361414728077,"SFRP1/EFEMP1/CD81/APP/RACK1/PRNP",6
"GO:0042551","GO:0042551","neuron maturation","2/118","45/18723",0.0326936641495663,0.143237369598869,0.111361414728077,"APP/AGRN",2
"GO:0044088","GO:0044088","regulation of vacuole organization","2/118","45/18723",0.0326936641495663,0.143237369598869,0.111361414728077,"GRN/TMEM106B",2
"GO:0048546","GO:0048546","digestive tract morphogenesis","2/118","45/18723",0.0326936641495663,0.143237369598869,0.111361414728077,"SFRP1/AGR2",2
"GO:1904646","GO:1904646","cellular response to amyloid-beta","2/118","45/18723",0.0326936641495663,0.143237369598869,0.111361414728077,"APP/PRNP",2
"GO:0030041","GO:0030041","actin filament polymerization","4/118","191/18723",0.0328035781157319,0.143473670154643,0.111545129105587,"RHOA/RAC1/TMOD3/TMSB10",4
"GO:0050878","GO:0050878","regulation of body fluid levels","6/118","379/18723",0.0329330291448959,0.14379446967354,0.111794538099682,"PAM/HSPB1/SCNN1A/NFE2L2/CCND1/AGR2",6
"GO:0032872","GO:0032872","regulation of stress-activated MAPK cascade","4/118","192/18723",0.0333439398128253,0.145341016565087,0.11299691741081,"SFRP1/PRDX1/APP/CDC42",4
"GO:0001676","GO:0001676","long-chain fatty acid metabolic process","3/118","112/18723",0.0338805728692191,0.146882854591665,0.11419563576484,"GPX1/PAM/PTGS2",3
"GO:0043406","GO:0043406","positive regulation of MAP kinase activity","3/118","112/18723",0.0338805728692191,0.146882854591665,0.11419563576484,"ERP29/RPS3/MAGED1",3
"GO:0001974","GO:0001974","blood vessel remodeling","2/118","46/18723",0.0340415199482829,0.146882854591665,0.11419563576484,"TMBIM1/EPAS1",2
"GO:0045851","GO:0045851","pH reduction","2/118","46/18723",0.0340415199482829,0.146882854591665,0.11419563576484,"GRN/TMEM106B",2
"GO:0050919","GO:0050919","negative chemotaxis","2/118","46/18723",0.0340415199482829,0.146882854591665,0.11419563576484,"RHOA/ITGAV",2
"GO:1900271","GO:1900271","regulation of long-term synaptic potentiation","2/118","46/18723",0.0340415199482829,0.146882854591665,0.11419563576484,"APP/PRNP",2
"GO:0072503","GO:0072503","cellular divalent inorganic cation homeostasis","7/118","486/18723",0.0342447931474646,0.147511604767986,0.114684464269174,"CALR/TMBIM6/APP/TMCO1/PRNP/ITGAV/STC1",7
"GO:1901654","GO:1901654","response to ketone","4/118","194/18723",0.0344402683046366,0.148104710846952,0.115145580891341,"CALR/SFRP1/NQO1/CCND1",4
"GO:0002708","GO:0002708","positive regulation of lymphocyte mediated immunity","3/118","113/18723",0.034649240126744,0.148753772939439,0.115650201110688,"CD81/B2M/LAMP1",3
"GO:0070302","GO:0070302","regulation of stress-activated protein kinase signaling cascade","4/118","195/18723",0.0349962438802363,0.149992262650578,0.116613078094151,"SFRP1/PRDX1/APP/CDC42",4
"GO:0003044","GO:0003044","regulation of systemic arterial blood pressure mediated by a chemical signal","2/118","47/18723",0.0354107707416877,0.150081322842621,0.116682318886618,"RHOA/ECE1",2
"GO:0007595","GO:0007595","lactation","2/118","47/18723",0.0354107707416877,0.150081322842621,0.116682318886618,"PAM/CCND1",2
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen","2/118","47/18723",0.0354107707416877,0.150081322842621,0.116682318886618,"B2M/IFI30",2
"GO:0050798","GO:0050798","activated T cell proliferation","2/118","47/18723",0.0354107707416877,0.150081322842621,0.116682318886618,"RPS3/PRNP",2
"GO:0051489","GO:0051489","regulation of filopodium assembly","2/118","47/18723",0.0354107707416877,0.150081322842621,0.116682318886618,"CDC42/AGRN",2
"GO:0090279","GO:0090279","regulation of calcium ion import","2/118","47/18723",0.0354107707416877,0.150081322842621,0.116682318886618,"PRNP/STC1",2
"GO:1901800","GO:1901800","positive regulation of proteasomal protein catabolic process","3/118","114/18723",0.0354269217010479,0.150081322842621,0.116682318886618,"CLU/RACK1/NFE2L2",3
"GO:0006006","GO:0006006","glucose metabolic process","4/118","196/18723",0.0355574322894944,0.150137889551852,0.116726297275666,"ENO1/GAPDH/PGK1/TPI1",4
"GO:0071674","GO:0071674","mononuclear cell migration","4/118","196/18723",0.0355574322894944,0.150137889551852,0.116726297275666,"CALR/RHOA/APP/CDC42",4
"GO:0071675","GO:0071675","regulation of mononuclear cell migration","3/118","115/18723",0.0362135987054592,0.152192247925307,0.11832348001832,"CALR/RHOA/APP",3
"GO:1901989","GO:1901989","positive regulation of cell cycle phase transition","3/118","115/18723",0.0362135987054592,0.152192247925307,0.11832348001832,"APP/TMOD3/CCND1",3
"GO:0009896","GO:0009896","positive regulation of catabolic process","7/118","492/18723",0.036222111289285,0.152192247925307,0.11832348001832,"CLU/CD81/APP/RACK1/NFE2L2/ORMDL3/PTTG1IP",7
"GO:0031099","GO:0031099","regeneration","4/118","198/18723",0.036695461400466,0.153868213649212,0.119626477375591,"CD81/GPX1/GRN/CCND1",4
"GO:0032527","GO:0032527","protein exit from endoplasmic reticulum","2/118","48/18723",0.0368010983093902,0.153868213649212,0.119626477375591,"CD81/TMEM30A",2
"GO:0090199","GO:0090199","regulation of release of cytochrome c from mitochondria","2/118","48/18723",0.0368010983093902,0.153868213649212,0.119626477375591,"CLU/GPX1",2
"GO:0021782","GO:0021782","glial cell development","3/118","116/18723",0.0370092513754957,0.153984920901616,0.119717212668854,"CLU/GRN/APP",3
"GO:0030518","GO:0030518","intracellular steroid hormone receptor signaling pathway","3/118","116/18723",0.0370092513754957,0.153984920901616,0.119717212668854,"CALR/SFRP1/RHOA",3
"GO:0043200","GO:0043200","response to amino acid","3/118","116/18723",0.0370092513754957,0.153984920901616,0.119717212668854,"TMBIM6/RHOA/NQO1",3
"GO:0042176","GO:0042176","regulation of protein catabolic process","6/118","391/18723",0.0374528224892858,0.155577931993581,0.120955716066225,"CLU/CD81/GPX1/RACK1/NFE2L2/PTTG1IP",6
"GO:0051225","GO:0051225","spindle assembly","3/118","117/18723",0.0378138590850166,0.155704032820596,0.121053754493866,"RHOA/RPS3/TUBB",3
"GO:1903828","GO:1903828","negative regulation of cellular protein localization","3/118","117/18723",0.0378138590850166,0.155704032820596,0.121053754493866,"AP2M1/MAGED1/TMBIM1",3
"GO:0045216","GO:0045216","cell-cell junction organization","4/118","200/18723",0.0378543798311234,0.155704032820596,0.121053754493866,"RHOA/CDC42/CLDN8/CDH6",4
"GO:0001822","GO:0001822","kidney development","5/118","293/18723",0.0380644256319071,0.155704032820596,0.121053754493866,"SFRP1/RHOA/CAT/TMED10/MAGED1",5
"GO:0010823","GO:0010823","negative regulation of mitochondrion organization","2/118","49/18723",0.0382121875318592,0.155704032820596,0.121053754493866,"CLU/GPX1",2
"GO:0018198","GO:0018198","peptidyl-cysteine modification","2/118","49/18723",0.0382121875318592,0.155704032820596,0.121053754493866,"GAPDH/PRDX3",2
"GO:0030225","GO:0030225","macrophage differentiation","2/118","49/18723",0.0382121875318592,0.155704032820596,0.121053754493866,"APP/CDC42",2
"GO:0034332","GO:0034332","adherens junction organization","2/118","49/18723",0.0382121875318592,0.155704032820596,0.121053754493866,"CDC42/CDH6",2
"GO:0035088","GO:0035088","establishment or maintenance of apical/basal cell polarity","2/118","49/18723",0.0382121875318592,0.155704032820596,0.121053754493866,"RHOA/CDC42",2
"GO:0052372","GO:0052372","modulation by symbiont of entry into host","2/118","49/18723",0.0382121875318592,0.155704032820596,0.121053754493866,"P4HB/ITGAV",2
"GO:0061245","GO:0061245","establishment or maintenance of bipolar cell polarity","2/118","49/18723",0.0382121875318592,0.155704032820596,0.121053754493866,"RHOA/CDC42",2
"GO:1904752","GO:1904752","regulation of vascular associated smooth muscle cell migration","2/118","49/18723",0.0382121875318592,0.155704032820596,0.121053754493866,"RHOA/NFE2L2",2
"GO:0051604","GO:0051604","protein maturation","5/118","294/18723",0.0385352779832215,0.156771297573011,0.121883510814099,"ENO1/CALR/PGK1/PRNP/ECE1",5
"GO:0071346","GO:0071346","cellular response to interferon-gamma","3/118","118/18723",0.038627400362183,0.156897031899009,0.12198126430163,"GAPDH/CDC42/RPL13A",3
"GO:0051701","GO:0051701","biological process involved in interaction with host","4/118","203/18723",0.0396319646400658,0.160263202953122,0.124598329749373,"CD81/LAMP1/P4HB/ITGAV",4
"GO:0060688","GO:0060688","regulation of morphogenesis of a branching structure","2/118","50/18723",0.0396437263645257,0.160263202953122,0.124598329749373,"SFRP1/MAGED1",2
"GO:1904738","GO:1904738","vascular associated smooth muscle cell migration","2/118","50/18723",0.0396437263645257,0.160263202953122,0.124598329749373,"RHOA/NFE2L2",2
"GO:0051258","GO:0051258","protein polymerization","5/118","297/18723",0.0399692585504364,0.161324739629557,0.125423632716082,"RHOA/RAC1/RPS3/TMOD3/TMSB10",5
"GO:0071383","GO:0071383","cellular response to steroid hormone stimulus","4/118","204/18723",0.040234954564526,0.161819277730038,0.125808116616203,"CALR/SFRP1/RHOA/STC1",4
"GO:0006869","GO:0006869","lipid transport","6/118","398/18723",0.0402647296162327,0.161819277730038,0.125808116616203,"CLU/NPC2/LRP10/DBI/TMEM30A/ITGAV",6
"GO:0030218","GO:0030218","erythrocyte differentiation","3/118","120/18723",0.0402811935980351,0.161819277730038,0.125808116616203,"B2M/TMOD3/EPAS1",3
"GO:0021872","GO:0021872","forebrain generation of neurons","2/118","51/18723",0.0410954058120852,0.164421442154389,0.12783119699294,"RHOA/B2M",2
"GO:0001838","GO:0001838","embryonic epithelial tube formation","3/118","121/18723",0.0411213985255418,0.164421442154389,0.12783119699294,"SFRP1/SPINT2/LMO4",3
"GO:0045931","GO:0045931","positive regulation of mitotic cell cycle","3/118","121/18723",0.0411213985255418,0.164421442154389,0.12783119699294,"APP/TMOD3/CCND1",3
"GO:0017038","GO:0017038","protein import","4/118","206/18723",0.0414566325662912,0.165503659295022,0.128672578206246,"CLU/LAMP2/PTTG1IP/PTGS2",4
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","4/118","207/18723",0.0420753213945666,0.16771236195066,0.130389757550814,"SFRP1/GRN/CDC42/CCND1",4
"GO:0072001","GO:0072001","renal system development","5/118","302/18723",0.042430891157955,0.168867040431427,0.131287474602826,"SFRP1/RHOA/CAT/TMED10/MAGED1",5
"GO:0043277","GO:0043277","apoptotic cell clearance","2/118","52/18723",0.0425669199029964,0.169145760792837,0.13150416870889,"RAC1/ITGAV",2
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","4/118","208/18723",0.0426992434043362,0.169147080131861,0.13150519444303,"SFRP1/CD81/APP/CDC42",4
"GO:1901215","GO:1901215","negative regulation of neuron death","4/118","208/18723",0.0426992434043362,0.169147080131861,0.13150519444303,"RHOA/GRN/RACK1/NONO",4
"GO:0050852","GO:0050852","T cell receptor signaling pathway","3/118","123/18723",0.0428283015207198,0.169396507403711,0.13169911432541,"CD81/RPS3/PRNP",3
"GO:0007162","GO:0007162","negative regulation of cell adhesion","5/118","303/18723",0.0429340020436599,0.169552923324962,0.131820721545127,"RHOA/SPINT2/CD164/PRNP/MUC1",5
"GO:0043113","GO:0043113","receptor clustering","2/118","53/18723",0.0440579656641763,0.173191052143074,0.134649223445731,"CD81/AGRN",2
"GO:0045806","GO:0045806","negative regulation of endocytosis","2/118","53/18723",0.0440579656641763,0.173191052143074,0.134649223445731,"RAC1/ITGAV",2
"GO:0071320","GO:0071320","cellular response to cAMP","2/118","53/18723",0.0440579656641763,0.173191052143074,0.134649223445731,"APP/STC1",2
"GO:0001503","GO:0001503","ossification","6/118","408/18723",0.0445095558079889,0.174698302505169,0.135821051252556,"SFRP1/ATP5F1B/RHOA/CAT/STC1/PTGS2",6
"GO:0006909","GO:0006909","phagocytosis","5/118","308/18723",0.0455036610193269,0.178035681485926,0.138415731996985,"CALR/CDC42/RAC1/RACK1/ITGAV",5
"GO:0007215","GO:0007215","glutamate receptor signaling pathway","2/118","54/18723",0.0455682430958905,0.178035681485926,0.138415731996985,"APP/PRNP",2
"GO:1902743","GO:1902743","regulation of lamellipodium organization","2/118","54/18723",0.0455682430958905,0.178035681485926,0.138415731996985,"CDC42/RAC1",2
"GO:0006414","GO:0006414","translational elongation","2/118","55/18723",0.0470974551468358,0.1831726518078,0.142409524148167,"EIF5A/RACK1",2
"GO:0031113","GO:0031113","regulation of microtubule polymerization","2/118","55/18723",0.0470974551468358,0.1831726518078,0.142409524148167,"RAC1/RPS3",2
"GO:0044091","GO:0044091","membrane biogenesis","2/118","55/18723",0.0470974551468358,0.1831726518078,0.142409524148167,"REEP3/SERINC1",2
"GO:0001952","GO:0001952","regulation of cell-matrix adhesion","3/118","128/18723",0.0472488618881802,0.183483080332433,0.142650870102592,"SFRP1/RHOA/RAC1",3
"GO:0009612","GO:0009612","response to mechanical stimulus","4/118","216/18723",0.0478788964529156,0.185367993366802,0.14411631576621,"RHOA/RAC1/MMP7/PTGS2",4
"GO:0050870","GO:0050870","positive regulation of T cell activation","4/118","216/18723",0.0478788964529156,0.185367993366802,0.14411631576621,"CD81/RHOA/B2M/RPS3",4
"GO:0043280","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","3/118","129/18723",0.0481590288128957,0.186171328578359,0.144740877260954,"RHOA/RACK1/RPS3",3
"GO:0001912","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","2/118","56/18723",0.0486453076894144,0.1871590856974,0.145508819526943,"B2M/LAMP1",2
"GO:0002711","GO:0002711","positive regulation of T cell mediated immunity","2/118","56/18723",0.0486453076894144,0.1871590856974,0.145508819526943,"CD81/B2M",2
"GO:1904645","GO:1904645","response to amyloid-beta","2/118","56/18723",0.0486453076894144,0.1871590856974,0.145508819526943,"APP/PRNP",2
"GO:0006605","GO:0006605","protein targeting","5/118","314/18723",0.0487066368162956,0.1871590856974,0.145508819526943,"CLU/LAMP2/PRNP/GNPTAB/NUCB1",5
"GO:0043467","GO:0043467","regulation of generation of precursor metabolites and energy","3/118","130/18723",0.0490778112342993,0.18830303921184,0.146398198339944,"RHOA/APP/CHCHD2",3
"GO:0009746","GO:0009746","response to hexose","4/118","219/18723",0.049907428505407,0.190914536207997,0.148428534423779,"RHOA/RAC1/RACK1/PTGS2",4
"GO:2001020","GO:2001020","regulation of response to DNA damage stimulus","4/118","219/18723",0.049907428505407,0.190914536207997,0.148428534423779,"CLU/PTTG1IP/RPS3/MUC1",4
"GO:0046683","GO:0046683","response to organophosphorus","3/118","131/18723",0.0500051780548729,0.191003385029269,0.148497610883794,"APP/STC1/PTGS2",3
"GO:0019058","GO:0019058","viral life cycle","5/118","317/18723",0.0503570985378792,0.192061374334203,0.149320155908843,"CD81/CDC42/LAMP1/P4HB/ITGAV",5
"GO:0072594","GO:0072594","establishment of protein localization to organelle","6/118","422/18723",0.0509088542725902,0.193712215109851,0.150603619608168,"CLU/LAMP1/LAMP2/PTTG1IP/GNPTAB/PTGS2",6
"GO:0072175","GO:0072175","epithelial tube formation","3/118","132/18723",0.0509410975357157,0.193712215109851,0.150603619608168,"SFRP1/SPINT2/LMO4",3
"GO:1903050","GO:1903050","regulation of proteolysis involved in cellular protein catabolic process","4/118","221/18723",0.0512858266489753,0.19473418326122,0.151398159604694,"CLU/GPX1/RACK1/NFE2L2",4
"GO:0008202","GO:0008202","steroid metabolic process","5/118","319/18723",0.0514755731643125,0.195165523698422,0.151733509810096,"NPC2/NFE2L1/APP/CAT/TM7SF2",5
"GO:0001954","GO:0001954","positive regulation of cell-matrix adhesion","2/118","58/18723",0.0517957722105914,0.195275524412814,0.151819031034132,"SFRP1/RAC1",2
"GO:0018208","GO:0018208","peptidyl-proline modification","2/118","58/18723",0.0517957722105914,0.195275524412814,0.151819031034132,"CRTAP/P4HB",2
"GO:0043506","GO:0043506","regulation of JUN kinase activity","2/118","58/18723",0.0517957722105914,0.195275524412814,0.151819031034132,"SFRP1/RPS3",2
"GO:0046328","GO:0046328","regulation of JNK cascade","3/118","133/18723",0.0518855373098425,0.195275524412814,0.151819031034132,"SFRP1/APP/CDC42",3
